UserID,DeviceType,UsageHoursPerDay,EnergyConsumption,UserPreferences,MalfunctionIncidents,DeviceAgeMonths,SmartHomeEfficiency,EnergyConsumptionHR
29,Smart Speaker,1.782287095,3.186598703,0,0,35,0,1.7879267105393029
30,Smart Speaker,14.58733678,6.414439575,0,4,40,0,0.43972657050014313
31,Security System,21.70647699,0.19251504,0,3,18,0,0.008869013616935173
32,Smart Speaker,9.5055611,0.426471742,0,1,27,0,0.04486549899721333
33,Smart Speaker,5.583820274,8.533691026,1,4,11,0,1.5282889862582996
34,Lights,10.90056763,6.871846131,1,1,39,0,0.6304117697584525
35,Security System,1.63652371,2.727160358,0,1,19,0,1.6664349812567028
36,Camera,19.78145824,6.910832117,0,1,25,0,0.3493590832967833
37,Security System,19.91900906,7.945321024,1,2,7,1,0.3988813399334836
38,Camera,14.31801089,3.137263403,1,4,31,1,0.2191130756291805
39,Lights,8.79791789,0.456770037,1,2,57,1,0.05191796999142032
40,Thermostat,19.29490906,9.334513334,1,3,2,1,0.4837811520631236
41,Smart Speaker,13.53514508,3.517280399,1,3,38,1,0.25986277784323536
42,Lights,19.90940925,1.154169457,0,0,5,1,0.05797105491716185
43,Smart Speaker,15.33928163,4.969383027,1,0,14,1,0.3239645210816825
44,Thermostat,18.93352862,7.707831177,0,0,18,0,0.40709956034597844
45,Thermostat,14.56623034,2.294308415,0,3,36,0,0.15750872816418748
46,Lights,10.2323151,2.767951496,1,1,4,1,0.270510775806738
47,Thermostat,23.01172771,2.502878369,0,1,24,0,0.10876533915844774
48,Camera,13.21617488,9.917563223,0,4,13,0,0.7504110162773512
49,Thermostat,14.71960369,2.054296964,1,3,55,1,0.13956197512271476
50,Smart Speaker,5.681459526,5.797650148,0,0,21,0,1.0204508403990695
51,Smart Speaker,15.20279355,9.260119952,1,3,57,0,0.6091064725403706
52,Smart Speaker,13.93277976,1.554276032,1,1,33,1,0.11155534349736967
53,Smart Speaker,4.843702352,9.711456559,0,1,20,0,2.004965593104636
54,Camera,1.900296788,9.480024621,1,2,5,0,4.988707385532876
55,Security System,14.70244401,8.857262672,1,2,24,1,0.602434715342269
56,Lights,18.44676833,2.224109561,0,4,35,0,0.12056906235348162
57,Smart Speaker,12.79993222,6.377145055,1,3,30,1,0.4982170956370892
58,Thermostat,5.829156695,7.632825582,0,2,28,0,1.3094219252241253
59,Smart Speaker,16.16326645,9.861676489,0,2,53,0,0.6101289315192847
60,Thermostat,2.382484575,1.886195839,1,3,51,0,0.791692781053997
61,Thermostat,10.88309206,7.683656405,0,1,45,0,0.7060177716625876
62,Smart Speaker,4.339118822,3.454131582,1,4,7,1,0.7960444790050509
63,Camera,4.8347877,1.838702009,0,4,42,0,0.38030666972202315
64,Thermostat,5.253907805,4.271631718,1,4,35,1,0.81303895624792
65,Thermostat,9.587615841,7.95897553,1,2,55,0,0.8301308335660088
66,Smart Speaker,1.702029832,4.702013057,0,1,30,0,2.762591447339567
67,Thermostat,9.848145862,5.421478692,0,4,34,0,0.5505075542107156
68,Thermostat,12.52512501,9.952078161,1,3,39,0,0.79456916821623
69,Smart Speaker,11.8574157,4.051182066,1,4,9,1,0.34165809553257037
70,Smart Speaker,9.495426359,6.192467472,0,0,53,0,0.652152650958177
71,Lights,20.21994529,3.715917596,1,1,12,1,0.18377485906639662
72,Camera,3.915177272,3.988577899,1,0,54,1,1.0187477148288882
73,Camera,12.38387348,6.986843459,0,1,29,0,0.564188859833216
74,Thermostat,1.957973298,9.385081063,0,3,10,0,4.793263050413673
75,Camera,2.172158454,5.46935361,1,2,27,0,2.5179349139692184
76,Thermostat,13.98584747,7.707159297,0,2,19,0,0.5510684506986118
77,Lights,13.80143298,0.983144932,0,1,13,0,0.07123498939745602
78,Smart Speaker,21.13378755,2.190464571,1,4,42,1,0.10364751542134244
79,Smart Speaker,13.61003138,5.071103245,0,0,37,0,0.37260040799406297
80,Smart Speaker,23.05508898,0.298116064,0,3,32,0,0.012930596982671025
81,Camera,1.644328937,2.60326429,1,4,15,1,1.5831773262772664
82,Lights,2.803180592,5.222272769,0,2,21,0,1.8629812092391942
83,Camera,1.535547747,0.248115863,1,4,3,1,0.1615813402642438
84,Camera,4.854005983,2.719008234,0,0,8,0,0.5601575777868174
85,Lights,13.21984761,5.188905113,0,2,6,0,0.39250869344930367
86,Lights,15.67094626,5.774177555,1,1,29,1,0.3684638731573316
87,Lights,1.571251212,9.264941761,0,3,19,0,5.896537542973109
88,Lights,22.73031591,6.48892167,0,3,17,0,0.28547432845600074
89,Smart Speaker,20.29088635,4.205884445,0,2,10,0,0.2072794836288657
90,Security System,7.470393331,9.310476654,0,1,33,0,1.2463167923654273
91,Security System,2.31390696,7.870341536,0,0,13,0,3.4013215189948687
92,Lights,4.492346221,2.080088319,0,3,27,0,0.4630293874671509
93,Security System,3.483193723,1.395339377,1,2,42,0,0.40059195323716423
94,Security System,3.397168814,6.790535194,0,3,12,0,1.9988807050199184
95,Lights,12.68619968,5.642843339,0,1,2,0,0.44480171220196335
96,Security System,6.277414899,7.917768777,1,0,10,1,1.2613104127084718
97,Camera,8.916283338,7.414169996,1,1,21,1,0.8315314481317351
98,Thermostat,23.75337533,6.289594185,1,4,23,1,0.2647873869553342
99,Thermostat,16.58138485,9.865183499,0,1,1,0,0.594955342285539
100,Lights,22.80104568,5.382538328,1,1,33,1,0.23606541575070428
101,Smart Speaker,3.850079043,1.219746989,1,3,52,0,0.31681089540685564
102,Lights,9.480277659,8.299908292,0,1,26,0,0.8754921100987554
103,Smart Speaker,13.53619738,2.593348287,1,2,15,1,0.19158617551127935
104,Thermostat,2.303814454,7.795291267,0,3,22,0,3.3836454378803893
105,Lights,0.598404925,9.57536025,0,3,25,0,16.001472999240438
106,Camera,16.25520684,6.998275588,0,4,1,0,0.4305251638372877
107,Security System,15.58275864,6.000698593,0,2,59,0,0.38508576893417124
108,Smart Speaker,10.15353703,4.657823139,0,1,26,0,0.45873897196984953
109,Security System,12.00663579,3.707657673,1,4,21,1,0.30880071136063
110,Security System,10.26291051,3.594747035,0,2,41,0,0.35026584627210205
111,Lights,1.064118554,6.400089787,1,4,24,0,6.014451832403629
112,Security System,8.381232746,7.537603858,0,0,39,0,0.899343102194289
113,Camera,4.661433002,6.817318988,1,1,16,0,1.4624942555379454
114,Security System,2.812968444,2.064260002,0,4,32,0,0.7338368855160894
115,Lights,22.9829302,4.990473083,0,0,16,1,0.21713824301654977
116,Camera,14.58495354,7.937236715,0,1,13,0,0.544207199099518
117,Thermostat,17.62342268,4.809470374,1,4,42,1,0.2729021746415946
118,Security System,7.911047967,5.412570469,1,4,32,0,0.6841786943497116
119,Lights,9.738957543,7.734246877,1,4,50,0,0.7941555184783703
120,Thermostat,6.067713857,6.646526532,0,4,41,0,1.0953922166801346
121,Thermostat,2.778693268,4.152514717,0,3,44,0,1.4944127748180083
122,Smart Speaker,4.70724348,8.964585841,1,4,24,0,1.9044236566662578
123,Camera,19.24158006,1.70941398,0,3,13,0,0.08883958462192944
124,Security System,16.42232642,9.955612841,1,3,11,1,0.6062242697158616
125,Lights,13.35282859,1.276640527,0,0,15,1,0.09560824647716085
126,Smart Speaker,11.66461201,0.248004714,1,1,10,1,0.021261291313194736
127,Camera,22.17720567,8.911187121,1,3,42,0,0.40181739997363697
128,Smart Speaker,2.209271273,2.525039733,0,2,41,0,1.1429287855498222
129,Camera,7.094119111,7.324026312,1,3,57,0,1.0324081393902043
130,Camera,8.723539559,8.129052212,0,2,57,0,0.9318525074622177
131,Security System,18.88700659,8.603965271,0,0,3,0,0.4555494397696401
132,Camera,23.82409357,9.916782933,0,2,55,0,0.4162501672461321
133,Smart Speaker,6.155757097,3.010993129,1,0,16,1,0.48913449337814247
134,Camera,21.04622235,7.131409085,1,0,44,1,0.33884508898576754
135,Security System,20.01963487,1.242458597,1,0,17,1,0.0620620008840351
136,Security System,5.779448845,4.127411984,0,2,25,0,0.7141532168021119
137,Smart Speaker,9.884315635,8.494919764,0,2,30,0,0.8594342873794723
138,Thermostat,10.12731243,3.739814656,1,0,47,1,0.3692800712775087
139,Thermostat,23.48818571,5.951844267,0,0,57,0,0.25339736071935204
140,Camera,4.750959682,5.087357093,0,1,35,0,1.070806202013145
141,Lights,19.28021232,6.494920158,1,0,37,1,0.3368697424178574
142,Camera,8.353528783,9.731654455,1,4,13,1,1.164975270667
143,Smart Speaker,17.67545313,0.651781712,0,1,24,0,0.036874964800407355
144,Smart Speaker,10.3702586,5.782219023,0,1,38,0,0.5575771295616485
145,Smart Speaker,14.09145443,8.643984915,1,1,26,1,0.6134203504641359
146,Smart Speaker,20.06637667,4.865688846,1,4,58,1,0.2424796925732183
147,Smart Speaker,19.39789078,0.877419141,0,1,9,0,0.04523270859451658
148,Security System,20.86094481,5.649339589,0,1,19,0,0.2708093828181697
149,Thermostat,1.901007146,3.387531519,0,2,28,0,1.781966746483761
150,Smart Speaker,16.763188,1.633923675,1,2,7,1,0.09747093900038584
151,Lights,3.789703353,8.505441682,0,0,45,0,2.2443555312230266
152,Lights,10.27173635,5.263835179,0,0,22,0,0.512458166724655
153,Lights,13.39182775,9.339436483,0,3,30,0,0.6973981936856977
154,Lights,9.964377892,8.079563396,0,4,37,0,0.8108447394881277
155,Security System,12.71087438,6.960420758,0,2,16,0,0.5475957475397534
156,Lights,23.91836826,0.149752483,0,0,36,0,0.006260982412016763
157,Smart Speaker,3.677606872,4.335452221,1,4,5,1,1.178878649049903
158,Camera,16.37321707,2.055114188,1,1,29,1,0.12551682294406913
159,Lights,9.80602271,9.116899319,1,4,52,0,0.9297244753168636
160,Security System,3.625730274,1.828381448,0,2,51,0,0.5042794995290375
161,Security System,4.230313939,2.931994511,1,3,23,1,0.693091471053586
162,Lights,22.807918,5.216684001,0,2,6,0,0.22872249895847574
163,Camera,21.17063517,2.707299828,0,0,36,0,0.12787995288097914
164,Lights,21.81548607,2.177660305,0,0,57,0,0.09982176413637893
165,Security System,23.80102023,6.031083319,0,4,33,0,0.25339599986550665
166,Thermostat,5.395411665,0.980402275,0,2,49,0,0.18171037464293283
167,Smart Speaker,8.852824428,0.675860811,1,0,41,1,0.07634408843152536
168,Security System,16.2266472,3.785228422,1,1,16,1,0.23327236830538844
169,Lights,11.86935969,7.2345781,1,1,55,0,0.6095171339440637
170,Smart Speaker,10.33215403,5.592586907,0,3,34,0,0.541279861949561
171,Lights,8.908564359,4.286477038,1,4,43,1,0.481163615736752
172,Lights,14.45384485,5.700940486,0,0,26,0,0.3944238052340793
173,Thermostat,14.02644557,3.717969698,1,3,37,1,0.2650685577786048
174,Smart Speaker,4.294259101,9.367848721,1,1,13,0,2.1814819508255843
175,Smart Speaker,11.58588618,0.64355842,1,3,52,1,0.05554675835767618
176,Thermostat,13.50658674,6.766575642,1,3,17,1,0.5009833921963914
177,Security System,13.90174306,8.923698382,1,0,32,1,0.6419121935634451
178,Lights,5.437519033,8.058458616,1,0,32,1,1.482010190142538
179,Camera,17.94337772,1.922006245,0,0,28,1,0.10711507470846464
180,Lights,1.092178728,3.029670855,0,4,29,0,2.7739698433313564
181,Lights,8.838548605,7.198774593,0,3,25,0,0.8144747418063218
182,Security System,18.83499724,0.934278536,0,3,47,0,0.04960332747041061
183,Lights,13.75148364,8.137430828,0,4,22,0,0.591749300732179
184,Thermostat,6.637317164,7.217178752,1,1,27,0,1.0873638510368464
185,Thermostat,16.8313983,7.323105827,0,2,44,0,0.43508600393587027
186,Smart Speaker,13.83368719,1.092389566,0,1,38,0,0.07896590048600051
187,Camera,19.21172482,7.205829394,0,4,20,0,0.37507456834372876
188,Lights,17.77309188,6.83019944,0,3,45,0,0.3843000129699437
189,Lights,14.83753617,8.326132659,0,3,50,0,0.5611533184218684
190,Security System,11.97217537,0.511799967,0,0,24,1,0.042749120454957046
191,Thermostat,3.629779953,0.328795618,0,0,47,0,0.0905827962734357
192,Camera,6.64132592,3.792770289,0,3,47,0,0.5710863063621489
193,Smart Speaker,10.34883761,1.57300401,0,3,8,0,0.15199813440690368
194,Thermostat,14.58353324,5.628006328,1,0,51,1,0.3859151438393128
195,Smart Speaker,12.5721346,9.181754125,0,0,55,0,0.7303257893055011
196,Security System,7.27233636,3.97564933,0,1,14,0,0.5466811672610808
197,Security System,0.651912408,8.465008735,1,3,39,0,12.98488666747389
198,Lights,12.16162171,0.102384658,1,3,14,1,0.00841866820407786
199,Camera,7.212210731,1.76829497,0,4,5,0,0.24518071309250544
200,Smart Speaker,17.76329507,0.401193043,0,1,47,0,0.022585508005075323
201,Thermostat,1.062737234,3.348657087,0,2,21,0,3.1509737119081684
202,Security System,14.24345357,9.091076997,1,2,15,1,0.6382635329501762
203,Lights,22.62464458,1.059826024,0,2,56,0,0.04684387506077676
204,Lights,4.598617777,6.10345679,1,0,36,0,1.327237245184076
205,Smart Speaker,11.58376303,4.569809797,1,2,33,1,0.39450131923149323
206,Security System,2.648416808,9.390835302,1,4,17,0,3.545829823173362
207,Camera,15.20352494,1.312939511,1,0,57,1,0.08635757274588982
208,Security System,13.43749449,2.19907572,1,0,20,1,0.1636522137096705
209,Smart Speaker,10.07308982,0.392465489,0,2,1,0,0.03896177796615736
210,Smart Speaker,12.75236,4.395958971,0,0,16,1,0.3447172892703782
211,Security System,21.56950447,2.850545706,1,1,45,1,0.13215629083944366
212,Smart Speaker,5.112916104,8.712068746,1,1,18,0,1.703933444005519
213,Security System,1.030266025,6.088914051,1,2,10,0,5.910040614024907
214,Thermostat,20.74912479,6.179498306,1,4,23,1,0.2978197089536132
215,Security System,14.06225144,5.365915899,0,0,18,0,0.3815829863301036
216,Security System,21.4304737,1.009318339,1,3,49,1,0.04709734153006613
217,Smart Speaker,14.52821275,4.505684969,1,2,58,1,0.3101334655909413
218,Smart Speaker,19.53878561,9.995101378,0,0,9,0,0.5115518219763096
219,Lights,10.59732404,8.368769979,0,2,46,0,0.7897059623176342
220,Lights,18.12170839,8.945244636,0,2,53,0,0.4936203829952481
221,Thermostat,21.95647447,8.249940957,0,4,30,0,0.3757406940842083
222,Lights,13.94488965,1.120112765,1,3,13,1,0.08032424731306496
223,Security System,4.748451038,2.351737715,1,0,52,1,0.4952641811361139
224,Smart Speaker,6.816743953,0.130904348,1,2,52,0,0.019203354109022967
225,Lights,5.168147557,3.104750236,1,2,31,1,0.6007472119859987
226,Lights,6.301140148,1.175213283,1,0,46,1,0.18650803749747036
227,Thermostat,7.70076306,4.780654118,1,2,43,0,0.6208026504324106
228,Thermostat,13.54564399,6.803562137,1,2,13,1,0.5022693747172666
229,Security System,14.31780329,8.757602421,1,2,32,1,0.6116582441886586
230,Smart Speaker,10.52274406,7.517249934,1,1,17,1,0.7143811434676288
231,Thermostat,14.96238833,9.391997398,0,1,3,0,0.627707100688517
232,Lights,2.417010752,0.633593075,1,3,1,1,0.2621391214233208
233,Smart Speaker,2.563023571,0.220580371,0,4,53,0,0.08606256044455238
234,Smart Speaker,4.537992318,6.647247327,0,0,5,0,1.4647991581285
235,Lights,12.6748212,2.964588861,0,4,32,0,0.2338959117624476
236,Thermostat,5.528874949,2.609660059,0,4,25,0,0.4720056219524381
237,Lights,7.157183482,3.375782168,1,1,45,0,0.47166349395540064
238,Smart Speaker,9.90735165,2.770980973,0,3,56,0,0.2796893731938948
239,Camera,19.57885391,5.163220422,0,4,5,0,0.2637141298328427
240,Camera,0.825760194,4.457469628,1,4,37,0,5.398019498140159
241,Security System,15.76040228,5.173042659,0,2,23,0,0.3282303691933427
242,Lights,16.21859848,6.759864754,1,0,12,1,0.41679709639127827
243,Lights,19.26841084,3.932592039,1,3,34,1,0.20409529730579484
244,Security System,22.41969407,2.587946103,1,0,23,1,0.11543182056453459
245,Security System,0.97323945,1.745385314,1,1,16,1,1.7933770707712269
246,Security System,4.11391708,3.559793783,0,4,49,0,0.8653051857331067
247,Smart Speaker,21.32502541,7.443884105,1,4,5,1,0.3490680063391306
248,Lights,11.27518621,7.59137861,0,0,44,0,0.6732818836523676
249,Smart Speaker,13.76788001,6.702363328,0,1,47,0,0.4868115732510658
250,Security System,16.08113929,2.416878936,1,2,28,1,0.15029276796967536
251,Lights,16.45806521,5.922053834,0,2,6,0,0.3598268543985189
252,Smart Speaker,22.39589948,5.74982765,1,4,13,1,0.2567357321430521
253,Smart Speaker,23.92831131,4.894235361,0,4,43,0,0.20453743256652737
254,Security System,17.42370033,5.544791965,0,3,30,0,0.3182327439053241
255,Lights,7.249698416,4.968727263,0,0,26,0,0.6853702013361103
256,Security System,21.17418145,5.698018024,0,4,17,0,0.26910216281347676
257,Lights,1.656691492,7.183508951,1,1,9,0,4.336057126923424
258,Camera,5.930400043,1.185319125,1,0,57,1,0.19987169776162098
259,Thermostat,21.58856436,7.521294946,0,3,16,0,0.3483925480443573
260,Thermostat,6.520500589,1.445272886,0,2,49,0,0.22165060278319068
261,Thermostat,5.685299901,0.759617184,0,3,52,0,0.1336107500444065
262,Security System,3.745944389,9.763188894,0,0,56,0,2.606335780816633
263,Camera,20.6891263,9.574218512,1,2,18,1,0.4627657240412322
264,Lights,12.25136909,0.698321795,0,1,13,0,0.056999490413687307
265,Smart Speaker,16.35999027,4.488209071,0,2,29,0,0.27434057092504616
266,Lights,6.118060026,1.943824889,0,2,43,0,0.3177191594621991
267,Smart Speaker,18.31394989,4.904914482,1,1,45,1,0.26782395449701646
268,Lights,18.36013031,8.318754706,0,4,24,0,0.4530879991341413
269,Camera,7.846053585,9.51105657,1,4,58,0,1.2122089744815323
270,Smart Speaker,10.15104188,6.379101269,1,2,45,0,0.6284183775823414
271,Security System,5.42772152,3.603666105,0,2,44,0,0.6639371772706569
272,Lights,23.44918405,6.0729231,0,3,46,0,0.2589822778929487
273,Lights,15.67166056,3.18881293,0,4,13,0,0.20347639088987518
274,Smart Speaker,22.4617812,9.107254044,1,1,25,1,0.4054555586179425
275,Security System,7.629560275,8.716964585,1,2,41,0,1.1425251614517193
276,Security System,18.87443646,5.626494328,0,2,46,0,0.2981013149676841
277,Camera,18.49767813,3.315509262,1,3,1,1,0.17923921254867245
278,Security System,16.75390782,3.004557788,0,3,9,0,0.17933474508038688
279,Security System,23.19251592,0.430838148,0,3,4,0,0.018576602447363973
280,Security System,9.748550398,8.176626425,0,0,28,0,0.838753054677494
281,Thermostat,3.571857104,4.558793809,0,1,12,0,1.2763091233114459
282,Camera,16.28515819,3.318815991,0,0,24,1,0.2037939056089697
283,Lights,17.63878031,4.763992514,0,2,46,0,0.27008627752448033
284,Smart Speaker,14.01392348,8.205506106,1,3,9,1,0.585525254059686
285,Lights,5.360220489,1.333680656,1,3,35,1,0.24881078282822858
286,Camera,12.35471463,8.590794284,1,3,38,0,0.6953454240974241
287,Smart Speaker,7.836458809,8.985337468,0,4,35,0,1.1466068650396706
288,Camera,10.54546341,9.472408359,0,1,33,0,0.8982448651822689
289,Security System,15.66263653,4.035131125,0,0,58,0,0.25762783406683576
290,Smart Speaker,18.01254645,2.24969,1,1,54,1,0.12489572233691591
291,Security System,5.957280236,3.799044103,0,3,53,0,0.6377145194617969
292,Lights,10.02514598,3.395829753,1,2,35,1,0.33873120249566685
293,Lights,6.825296918,1.843923734,0,4,46,0,0.27016022250066746
294,Smart Speaker,5.167842926,6.111940034,1,1,20,0,1.182686881454957
295,Smart Speaker,18.90959967,4.818579189,0,2,2,0,0.25482185096941296
296,Camera,21.86743832,8.670439824,0,3,44,0,0.3965000242424372
297,Camera,9.200456364,0.417884847,1,3,26,1,0.04542001292839347
298,Security System,18.15505472,6.474292483,1,3,42,0,0.3566110145549592
299,Smart Speaker,21.5793893,7.653193897,1,3,13,1,0.35465294177718
300,Lights,20.38391895,7.618917035,0,4,30,0,0.3737709639490104
301,Camera,4.796114631,8.872132274,1,4,52,0,1.8498582616550476
302,Camera,22.97285922,7.317434054,1,1,32,1,0.3185251772069145
303,Lights,9.35189635,9.28531961,0,3,36,0,0.9928809369235577
304,Camera,8.472155538,3.393300338,0,4,19,0,0.400523848125792
305,Security System,1.967136191,5.081773226,1,2,22,0,2.583335739157269
306,Smart Speaker,11.92508087,0.239388667,0,4,1,0,0.020074385206244726
307,Lights,3.061819968,0.168880114,1,4,57,0,0.05515677465200985
308,Smart Speaker,6.340685792,2.477253542,1,1,11,1,0.3906917363931728
309,Camera,7.948151612,1.097991252,1,4,26,1,0.13814422592823583
310,Camera,19.5074186,2.676092543,0,2,48,0,0.13718332486083012
311,Lights,21.07398328,1.852728616,1,3,19,1,0.08791544490586689
312,Security System,7.60795846,0.382348246,1,0,19,1,0.050256353003273364
313,Thermostat,20.67940585,9.102111049,0,1,12,0,0.4401534122896476
314,Lights,20.64492703,0.181409001,1,2,3,1,0.008787098193003396
315,Thermostat,18.46929733,7.387213229,1,1,55,0,0.39997261926152555
316,Thermostat,3.947335179,1.606264081,1,3,56,0,0.40692366068769553
317,Security System,16.7225869,9.131073258,0,4,18,0,0.54603234012795
318,Thermostat,22.70806552,8.938679802,1,4,49,0,0.39363457860940676
319,Thermostat,16.53970125,6.573621349,0,2,5,0,0.3974449870429189
320,Security System,8.292995954,6.755118083,0,3,48,0,0.8145570214274338
321,Thermostat,12.26361396,0.152857505,1,0,24,1,0.012464311539695596
322,Thermostat,15.67453852,9.850228505,1,0,14,1,0.6284222334476741
323,Thermostat,12.49840461,8.790542775,0,4,51,0,0.703333189258945
324,Lights,3.318894131,8.961551635,1,3,38,0,2.7001619459008888
325,Lights,7.833505049,6.626520917,1,3,3,0,0.8459202969232681
326,Lights,19.35630672,3.513390594,0,2,6,0,0.18151141355751363
327,Security System,20.74332408,8.947121626,1,0,12,1,0.4313253551597599
328,Camera,3.726550769,2.986017589,1,2,52,0,0.8012818754113691
329,Thermostat,22.88108868,5.670844279,0,1,11,0,0.2478397928660097
330,Thermostat,8.227331519,1.087336626,1,3,39,1,0.13216151840836013
331,Security System,16.06437286,9.227360738,0,0,59,0,0.5743990642159436
332,Thermostat,18.16789093,1.493627532,0,2,26,0,0.08221248893197754
333,Lights,19.58073651,2.326478377,1,4,1,1,0.11881465111446923
334,Camera,22.725118,5.625528165,0,1,16,0,0.24754670866835546
335,Smart Speaker,7.853609379,7.664520702,1,2,48,0,0.9759233407373672
336,Thermostat,20.67490168,6.231577929,1,4,49,0,0.3014078628015028
337,Lights,3.594642231,2.398125737,0,0,47,0,0.6671389203405818
338,Smart Speaker,17.0684613,0.109336121,0,0,53,0,0.006405739748784502
339,Camera,17.93647664,7.595790745,0,1,9,0,0.423482877794443
340,Smart Speaker,16.42649617,9.853552527,0,4,5,0,0.5998572321829482
341,Lights,6.429396299,8.118139891,0,3,52,0,1.2626597449378971
342,Smart Speaker,21.01651395,4.65604552,0,0,8,1,0.22154223726528158
343,Security System,4.468173889,9.047295888,1,3,21,0,2.024830750269845
344,Smart Speaker,1.760417601,4.157491964,1,3,33,1,2.361650986469545
345,Thermostat,17.36042728,5.296847434,0,2,39,0,0.3051104300930547
346,Thermostat,11.67367931,4.823584697,1,2,43,1,0.41320174804425047
347,Security System,20.45380347,4.531476339,0,0,20,1,0.22154687980875568
348,Lights,9.509832815,7.774388616,0,3,58,0,0.8175105458991185
349,Thermostat,4.45454683,5.315012182,1,2,53,0,1.1931656316204897
350,Camera,20.15639152,3.235499508,1,4,45,1,0.16051977879024648
351,Thermostat,13.39937634,2.65576586,0,4,22,0,0.19820070670542864
352,Thermostat,4.946101121,0.473698438,0,4,13,0,0.09577208925001272
353,Lights,17.42902397,5.873632103,0,4,39,0,0.3370029275942295
354,Smart Speaker,12.5111705,2.376618012,1,3,11,1,0.18995968538675095
355,Thermostat,14.70135508,1.566525828,0,4,18,0,0.10655656022696379
356,Security System,11.33111095,6.572916642,0,3,30,0,0.5800769819485353
357,Smart Speaker,19.97466112,6.843971652,1,0,33,1,0.3426326790168843
358,Camera,19.99472382,7.546333433,1,0,44,1,0.3774162374501855
359,Lights,17.17063731,5.085411274,1,4,3,1,0.2961690461563887
360,Camera,2.976932369,8.951140592,0,4,58,0,3.006833707480843
361,Smart Speaker,20.21306575,9.369793259,0,4,1,0,0.46355131749373546
362,Smart Speaker,16.26880504,8.092972304,1,0,36,1,0.49745339526178256
363,Smart Speaker,16.8800679,6.392375472,0,2,6,0,0.37869370608396663
364,Camera,9.030096749,3.106837441,0,0,37,0,0.3440536161856797
365,Smart Speaker,21.16306957,9.831154724,1,4,29,1,0.46454294786878586
366,Camera,17.54623261,2.813948055,1,2,11,1,0.16037334723331242
367,Smart Speaker,3.145875963,2.106303528,0,2,52,0,0.6695443662665477
368,Security System,10.08278381,4.477325726,1,1,55,1,0.4440565036770336
369,Smart Speaker,21.32993851,0.66272165,1,3,13,1,0.031070021589105837
370,Camera,1.60912249,9.7870952,0,4,11,0,6.0822561742953445
371,Thermostat,23.09329056,5.925492209,0,3,59,0,0.25658934111640086
372,Smart Speaker,16.46032036,5.613825707,0,1,38,0,0.3410520320517018
373,Thermostat,15.33733547,6.592383171,0,3,51,0,0.4298258445148295
374,Security System,6.858142527,5.020534113,0,4,25,0,0.7320545021096497
375,Lights,6.346607035,0.417428819,0,1,15,0,0.06577196550818118
376,Security System,22.63836816,6.16188176,1,3,53,0,0.2721875409238861
377,Smart Speaker,7.509402675,7.190121382,1,0,13,1,0.9574824647421109
378,Thermostat,18.72437447,4.2258157,1,2,42,1,0.22568528026239587
379,Thermostat,9.738362258,7.597226164,0,1,33,0,0.7801338626275613
380,Camera,3.772470663,2.347312863,0,0,13,0,0.6222216347557584
381,Thermostat,0.751809496,2.290638252,0,4,38,0,3.046833358965713
382,Camera,13.29004742,1.698028178,0,2,53,0,0.12776690137648883
